animal_id,animal_type,primary_color,secondary_color,sex,dob,intake_date,animal_age,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,outcome_type,outcome_subtype,latitude,longitude
A608335,cat,black,white,Neutered,2018-03-25,2018-05-25,61,normal,stray,field,NA,2018-06-06,adoption,pfe/pawshp,33.7751351,-118.1799603
A734348,dog,black,brown,Male,2024-02-16,2024-12-16,304,normal,stray,field,NA,NA,NA,NA,33.8743678,-118.1809483
A609897,dog,black,tan,Female,2017-06-19,2018-06-19,365,injured  moderate,owner surrender,field,NA,2018-06-20,euthanasia,inj severe,33.7804725,-118.1789018
A643462,dog,black,brown,Neutered,2016-06-04,2020-06-04,1461,normal,stray,field,NA,2020-06-20,rescue,other resc,33.8673322,-118.1810547
A682429,cat,gray,white,Female,2022-07-24,2022-08-24,31,under age/weight,stray,field,NA,2022-09-15,rescue,catpaws,33.8523028,-118.1794782
A625127,dog,white,tan,Male,2011-04-22,2019-04-22,2922,ill mild,stray,field,NA,2019-05-04,transfer,spcala,33.7789728,-118.1850377
A682428,cat,gray,white,Male,2022-07-24,2022-08-24,31,under age/weight,stray,field,NA,2022-09-15,rescue,catpaws,33.8523028,-118.1794782
A600488,bird,gray,NA,Unknown,2016-11-26,2017-11-26,365,injured  mild,stray,field,NA,2017-11-26,euthanasia,ill severe,33.8451792,-118.1819995
A669895,dog,gray,tan,Neutered,2015-02-01,2022-01-29,2554,injured  mild,stray,field,NA,2022-02-09,adoption,web,33.8535366,-118.1825909
A612752,dog,black,brown,Female,2011-08-13,2018-08-13,2557,normal,stray,field,NA,2018-08-22,return to owner,walkin,33.8535366,-118.1825909
A703497,cat,white,gray,Male,2023-06-25,2023-07-25,30,ill moderatete,stray,field,NA,2023-08-03,rescue,littlepaws,33.7962103,-118.1806361
A704134,cat,white,brown  tabby,Neutered,2023-06-25,2023-08-02,38,i/i report,stray,field,NA,2023-08-08,rescue,catpaws,33.7962103,-118.1806361
A726546,cat,black,white,Male,2019-08-10,2024-08-10,1827,ill moderatete,stray,field,NA,2024-08-13,euthanasia,ill severe,33.7962104,-118.1806723
A646538,dog,white,tan,Neutered,2009-08-01,2020-08-01,4018,normal,stray,field,NA,2020-08-12,rescue,frost face,33.8500371,-118.1799657
A732603,cat,black,white,Unknown,2024-05-15,2024-11-15,184,injured  moderate,stray,field,NA,2024-11-15,euthanasia,inj severe,33.8038198,-118.1804545
A626919,cat,black,NA,Male,2019-04-23,2019-05-23,30,under age/weight,stray,field,NA,2019-06-07,euthanasia,ill severe,33.7791895,-118.1555363
A647487,cat,white,brown  tabby,Female,2020-07-27,2020-08-20,24,under age/weight,stray,field,NA,2020-08-21,rescue,littlepaws,33.7799418,-118.2037409
A639112,dog,tan,NA,Spayed,2019-01-28,2020-01-28,365,normal,owner surrender,field,NA,2020-02-05,adoption,walkin,33.787005,-118.1783921
A586286,cat,black,white,Female,2016-09-25,2017-02-24,152,injured  moderate,stray,field,NA,2017-03-02,transfer,spcala,33.7934904,-118.1784107
A731396,dog,black,tan,Spayed,2024-04-28,2024-11-18,204,injured  moderate,stray,field,NA,2024-12-28,adoption,web,33.7699955,-118.1778885
A694249,cat,gray,NA,Female,2018-03-05,2023-03-05,1826,normal,stray,field,NA,2023-03-16,transfer,spcala,33.7715811,-118.1777235
A720931,cat,black,NA,Unknown,2024-03-15,2024-05-15,61,injured  severe,stray,field,NA,2024-05-15,euthanasia,at vet,33.7789754,-118.1795513
A661532,dog,gray,black,Female,2019-08-09,2023-03-11,1310,normal,stray,field,NA,2023-03-15,return to owner,fre rid hm,33.8844171,-118.1792695
A596808,cat,white,NA,Unknown,2017-09-08,2017-09-09,1,under age/weight,stray,field,NA,2017-09-27,euthanasia,undrage/wt,33.7789839,-118.183959
A692374,dog,black,white,Neutered,2018-01-25,2023-01-25,1826,normal,stray,field,NA,2023-02-17,adoption,web,33.7690771,-118.178389
A720004,dog,tan,NA,Male,2019-05-01,2024-05-01,1827,normal,stray,field,NA,2024-05-05,return to owner,walkin,33.7840811,-118.1784797
A720006,dog,white,NA,Female,2021-05-01,2024-05-01,1096,normal,stray,field,NA,2024-05-05,return to owner,walkin,33.7840811,-118.1784797
A595452,cat,white,NA,Unknown,2017-08-14,2017-08-17,3,under age/weight,stray,field,NA,2017-08-17,euthanasia,undrage/wt,33.7789712,-118.1745633
A722746,dog,brown,black,Neutered,2021-06-12,2024-06-12,1096,injured  severe,stray,field,NA,2024-07-16,rescue,NA,33.8400466,-118.1783397
A715246,dog,tan,NA,Male,2022-02-18,2024-02-18,730,injured  moderate,owner surrender,field,NA,2024-02-20,rescue,NA,33.8498371,-118.1786363
A654811,dog,white,NA,Neutered,2019-10-08,2021-03-09,518,behavior  moderate,owner surrender,field,agg people,2021-07-06,rescue,outtacage,33.8498371,-118.1786363
A665509,dog,white,NA,Female,2012-10-19,2021-10-19,3287,injured  mild,stray,field,NA,2021-12-06,euthanasia,ill severe,33.780043,-118.1382457
A722584,dog,brown,tan,Spayed,2023-12-10,2024-06-10,183,normal,stray,field,NA,2024-11-03,adoption,web,33.7807811,-118.1687246
A589765,cat,black,NA,Female,2017-03-05,2017-05-05,61,normal,stray,field,NA,2017-05-08,transport,other resc,33.7807842,-118.1736372
A589766,cat,black,NA,Female,2017-03-05,2017-05-05,61,normal,stray,field,NA,2017-05-08,transport,other resc,33.7807842,-118.1736372
A638569,dog,black,tan,Neutered,2017-03-03,2020-01-15,1048,normal,stray,field,NA,2020-01-16,return to owner,microchip,33.7807842,-118.1736372
A598903,dog,brown,NA,Female,2016-10-17,2017-10-17,365,normal,stray,field,NA,2017-10-19,return to owner,walkin,33.7810832,-118.1864131
A680896,cat,gray,white,Unknown,2022-07-25,2022-07-26,1,under age/weight,stray,field,NA,2022-07-29,died,in care,33.77897,-118.1644041
A663391,dog,gray,white,Spayed,2015-09-07,2021-09-07,2192,injured  mild,stray,field,NA,2021-09-22,adoption,web,33.7801815,-118.1980402
A675917,dog,white,brown,Spayed,2019-05-26,2022-05-26,1096,normal,stray,field,NA,2022-06-19,adoption,NA,33.7752627,-118.2018065
A685125,dog,white,NA,Neutered,2021-09-26,2022-09-25,364,normal,stray,field,NA,2022-09-26,return to owner,phone,33.780788,-118.1763551
A593056,cat,white,brown,Unknown,2017-06-30,2017-07-07,7,injured  severe,stray,field,NA,2017-07-07,rescue,littlelion,33.7807454,-118.1643953
A599848,cat,black,NA,Male,2011-11-08,2017-11-08,2192,ill mild,stray,field,NA,2017-11-09,euthanasia,ill severe,33.7791395,-118.1718077
A638026,cat,gray,NA,Unknown,2019-12-30,2019-12-30,0,under age/weight,stray,field,NA,2019-12-30,rescue,littlepaws,33.7807454,-118.1643953
A703402,cat,white,black,Neutered,2023-05-22,2023-07-22,61,normal,stray,field,NA,2023-09-23,adoption,NA,33.7880474,-118.1785045
A635691,cat,gray,NA,Male,2019-09-22,2019-11-05,44,injured  severe,stray,field,NA,2019-11-05,euthanasia,inj severe,33.7670054,-118.1789417
A708905,dog,black,white,Neutered,2020-10-16,2023-10-16,1095,ill mild,stray,field,NA,2024-04-07,adoption,web,33.7670054,-118.1789417
A613240,cat,black,NA,Unknown,2018-07-20,2018-08-20,31,under age/weight,stray,field,NA,2018-08-20,euthanasia,undrage/wt,33.7953225,-118.1806772
A612467,cat,white,NA,Male,2018-07-27,2018-08-06,10,under age/weight,stray,field,NA,2018-08-07,rescue,other resc,33.7791895,-118.1555363
A596462,dog,gray,tan,Male,2017-05-03,2017-09-03,123,normal,stray,field,NA,2017-09-10,adoption,spcala,33.7789754,-118.1795513
A588084,dog,black,NA,Male,2016-04-05,2017-04-05,365,normal,stray,field,NA,2017-04-12,transfer,spcala,33.7809517,-118.1519024
A617231,cat,black,white,Unknown,2018-10-06,2018-11-06,31,under age/weight,stray,field,NA,2018-11-13,foster,undrage/wt,33.7809598,-118.1663763
A706981,cat,black,NA,Unknown,2020-09-15,2023-09-15,1095,injured  severe,stray,field,NA,2023-09-15,died,enroute,33.7700504,-118.1937395
A725222,dog,gray,white,Spayed,2022-07-22,2024-07-21,730,normal,stray,field,NA,NA,NA,NA,33.7810322,-118.1718117
A666783,cat,gray,NA,Unknown,2018-11-13,2021-11-13,1096,ill severe,stray,field,NA,2021-11-13,euthanasia,at vet,33.7790569,-118.2020955
A709046,cat,black,NA,Female,2023-08-18,2023-08-15,3,under age/weight,stray,field,NA,2023-10-24,transfer,spcala,33.7700504,-118.1937395
A636766,dog,brown,black,Male,2019-08-26,2019-11-26,92,normal,stray,field,NA,2019-12-04,transfer,spcala,33.7800148,-118.1920306
A636462,dog,brown,white,Female,2018-11-19,2019-11-19,365,normal,stray,field,NA,2019-11-20,return to owner,web,33.778976,-118.1437159
A609172,dog,black,tan,Male,2016-06-06,2018-06-06,730,normal,stray,field,NA,2018-08-08,rescue,other resc,33.7810753,-118.1428746
A609880,dog,tan,white,Spayed,2016-06-18,2018-06-18,730,injured  severe,owner surrender,field,NA,2018-06-21,euthanasia,inj severe,33.7900319,-118.179384
A683121,dog,brown,NA,Neutered,2022-03-05,2022-09-05,184,normal,owner surrender,field,NA,2022-09-09,adoption,NA,33.767331,-118.1794402
A707586,dog,white,black,Neutered,2021-09-26,2023-09-24,728,normal,stray,field,NA,2023-10-21,adoption,NA,33.7880391,-118.1762889
A588396,dog,white,NA,Neutered,2016-04-09,2017-04-09,365,normal,stray,field,NA,2017-04-12,return to owner,walkin,33.780833,-118.1828682
A609124,cat,black,NA,Unknown,NA,2018-06-04,NA,under age/weight,stray,field,NA,2018-06-04,euthanasia,undrage/wt,33.7933638,-118.1918814
A699332,cat,gray,NA,Neutered,2023-04-25,2023-05-24,29,under age/weight,stray,field,NA,2023-05-25,rescue,littlepaws,33.781582,-118.1991406
A629646,cat,gray,NA,Male,2019-07-08,2019-07-10,2,normal,stray,field,NA,2019-07-12,rescue,littlepaws,33.7813924,-118.1950649
A629644,cat,gray,NA,Female,2018-07-10,2019-07-10,365,normal,stray,field,NA,2019-07-12,rescue,littlepaws,33.7813924,-118.1950649
A607829,cat,black,NA,Spayed,2016-05-18,2023-11-01,2723,ill severe,stray,field,NA,2023-11-02,euthanasia,ill severe,33.7815551,-118.1962355
A684852,cat,black,NA,Female,2022-08-22,2022-09-22,31,under age/weight,stray,field,NA,2022-12-23,adoption,NA,33.7815551,-118.1962355
A682734,cat,black,NA,Male,2022-07-30,2022-08-30,31,under age/weight,stray,field,NA,2022-09-15,rescue,catpaws,33.781582,-118.1991406
A640113,dog,black,NA,Male,NA,2020-02-18,NA,injured  severe,stray,field,NA,2020-02-21,euthanasia,at vet,33.781582,-118.1991406
A642252,cat,black,NA,Female,2020-03-29,2020-04-29,31,under age/weight,stray,field,NA,2020-04-29,rescue,littlepaws,33.7817881,-118.1652833
A713653,dog,white,NA,Spayed,2023-01-22,2024-01-22,365,normal,stray,field,NA,2024-01-22,return to owner,web,33.7939258,-118.176288
A588710,dog,white,brown,Unknown,2012-04-16,2017-04-16,1826,injured  severe,stray,field,NA,2017-04-16,euthanasia,at vet,33.7789873,-118.2006271
A568976,dog,brown,NA,Neutered,2015-04-17,2018-02-22,1042,normal,stray,field,NA,2018-03-02,return to owner,walkin,33.7789728,-118.1850377
A629524,dog,white,NA,Male,2016-07-08,2019-07-08,1095,normal,stray,field,NA,2019-07-14,transfer,spcala,33.7789728,-118.1850377
A707069,cat,white,brown  tabby,Neutered,2023-08-19,2023-09-19,31,ill mild,stray,field,NA,2024-01-17,adoption,web,33.8709745,-118.1773503
A707071,cat,black,white,Spayed,2023-08-19,2023-09-19,31,ill mild,stray,field,NA,2024-01-18,adoption,web,33.8709745,-118.1773503
A707068,cat,white,brown  tabby,Neutered,2023-08-19,2023-09-19,31,ill mild,stray,field,NA,2024-01-17,adoption,web,33.8709745,-118.1773503
A613533,dog,brown,white,Female,2017-08-23,2018-08-23,365,normal,stray,field,NA,2018-08-29,transfer,spcala,33.7772373,-118.1763736
A596387,dog,tan,NA,Male,2015-09-01,2017-09-01,731,normal,stray,field,NA,2017-09-01,return to owner,microchip,33.8427551,-118.1789898
A613734,cat,white,NA,Male,2018-08-07,2018-08-27,20,under age/weight,stray,field,NA,2018-08-30,transfer,spcala,33.7772373,-118.1763736
A663627,cat,brown,NA,Neutered,2021-08-12,2021-09-12,31,under age/weight,stray,field,NA,2021-09-12,foster to adopt,NA,33.7780704,-118.1763607
A663626,cat,white,NA,Spayed,2021-08-12,2021-09-12,31,under age/weight,stray,field,NA,2021-09-12,foster to adopt,NA,33.7780704,-118.1763607
A653106,dog,gray,white,Spayed,2018-01-12,2021-01-12,1096,normal,stray,field,NA,2021-01-22,adoption,web,33.7812864,-118.1847412
A441759,dog,white,NA,Female,2009-09-02,2019-05-13,3540,ill mild,stray,field,NA,2019-05-16,return to owner,walkin,33.8773141,-118.1773852
A682157,cat,black,NA,Unknown,2022-08-02,2022-08-17,15,under age/weight,stray,field,NA,2022-08-18,rescue,sbacc,33.7803089,-118.1947956
A636942,cat,black,NA,Spayed,2019-09-01,2019-12-01,91,behavior  moderate,stray,field,NA,2020-01-05,adoption,walkin,33.7708071,-118.1764044
A636941,cat,black,NA,Neutered,2019-09-01,2019-12-01,91,behavior  moderate,stray,field,NA,2019-12-18,adoption,walkin,33.7708071,-118.1764044
A722230,dog,black,NA,Spayed,2023-06-04,2024-06-04,366,injured  mild,stray,field,NA,2024-11-01,adoption,web,33.839112,-118.1786448
A697265,cat,white,black,Neutered,2020-04-22,2023-04-22,1095,ill mild,stray,field,NA,2023-04-29,euthanasia,ill severe,33.8601171,-118.1772884
A716008,cat,black,white,Unknown,NA,2024-03-01,NA,normal,stray,field,NA,2024-03-02,rescue,littlelion,33.7799418,-118.2037409
A665723,dog,black,NA,Male,2016-10-23,2021-10-23,1826,injured  severe,stray,field,NA,2021-10-23,euthanasia,at vet,33.795506,-118.1763167
A537016,cat,black,white,Male,2014-07-26,2020-05-07,2112,ill severe,stray,field,NA,2020-05-07,euthanasia,ill severe,33.7807777,-118.1795552
A617326,cat,black,white,Spayed,2016-11-08,2024-01-29,2638,ill severe,stray,field,NA,2024-01-29,euthanasia,at vet,33.7911473,-118.177982
A728663,dog,black,tan,Spayed,2015-09-15,2024-09-15,3288,injured  mild,stray,field,NA,2024-09-25,adoption,web,33.7815311,-118.1977281
A469437,dog,brown,white,Spayed,2007-06-27,2017-03-16,3550,normal,stray,field,NA,2017-03-17,return to owner,walkin,33.7815311,-118.1977281
A597788,cat,white,NA,Unknown,2017-08-26,2017-09-26,31,under age/weight,stray,field,NA,2017-10-20,rescue,littlelion,33.781816,-118.17468
A542905,dog,brown,NA,Neutered,2013-05-01,2022-02-22,3219,normal,stray,field,NA,2022-03-01,transfer,spcala,33.7700215,-118.1778732
A694248,cat,gray,white,Spayed,2011-03-05,2023-03-05,4383,normal,stray,field,NA,2023-03-16,transfer,spcala,33.7715811,-118.1777235
A584293,dog,white,NA,Neutered,2009-07-08,2017-01-08,2741,ill mild,stray,field,NA,2017-02-11,transport,other resc,33.8812403,-118.1787632
A683127,cat,gray,NA,Female,2022-08-30,2022-09-05,6,under age/weight,stray,field,NA,2022-09-08,rescue,sbacc,33.7816457,-118.1828659
A607590,cat,gray,white,Unknown,2018-05-08,2018-05-14,6,under age/weight,stray,field,NA,2018-05-14,euthanasia,undrage/wt,33.7816457,-118.1828659
A397919,dog,tan,NA,Spayed,2008-12-24,2018-08-13,3519,injured  severe,stray,field,cost,2018-08-24,transfer,spcala,33.7817988,-118.1563933
A558974,dog,white,black,Neutered,2015-03-08,2018-09-24,1296,normal,stray,field,NA,2018-09-26,return to owner,walkin,33.8459567,-118.1784576
A448664,dog,black,brown,Female,2011-06-17,2017-02-07,2062,normal,stray,field,NA,2017-02-22,transfer,spcala,33.8543545,-118.1790948
A585516,cat,gray,NA,Unknown,2014-02-08,2017-02-08,1096,injured  severe,stray,field,NA,2017-02-08,euthanasia,inj severe,33.7813009,-118.187721
A704139,dog,gray,white,Female,2023-07-02,2023-08-02,31,i/i report,stray,field,NA,2023-08-04,rescue,itsthepits,33.7969345,-118.2080467
A723911,cat,black,NA,Male,2024-04-04,2024-07-04,91,ill moderatete,stray,field,NA,2024-07-05,euthanasia,at vet,33.7769262,-118.1779436
A617853,dog,black,NA,Neutered,2015-11-22,2018-11-22,1096,normal,stray,field,NA,2018-12-05,adoption,walkin,33.7807467,-118.1633018
A592183,cat,black,white,Male,2017-05-20,2017-06-20,31,injured  mild,stray,field,NA,2017-08-03,transfer,spcala,33.7817228,-118.2041051
A600037,cat,black,white,Unknown,2017-09-12,2017-11-12,61,ill severe,stray,field,NA,2017-11-12,euthanasia,ill severe,33.780895,-118.1805488
A726415,cat,black,white,Unknown,2024-06-07,2024-08-07,61,injured  severe,stray,field,NA,2024-08-07,euthanasia,at vet,33.780904,-118.1805556
A631793,dog,brown,NA,Female,2014-08-12,2019-08-12,1826,ill severe,stray,field,NA,2019-08-12,euthanasia,ill severe,33.7959099,-118.1763369
A601524,dog,black,white,Female,2014-12-29,2017-12-29,1096,normal,stray,field,NA,2018-01-04,transfer,spcala,33.7815311,-118.1977281
A613610,dog,tan,white,Female,2016-08-25,2018-08-25,730,normal,stray,field,NA,2018-08-31,transfer,spcala,33.7808029,-118.1741691
A728615,dog,black,white,Female,2021-09-13,2024-09-13,1096,normal,stray,field,NA,2024-09-14,return to owner,walkin,33.7805059,-118.1921455
A704413,dog,brown,white,Female,2020-08-06,2023-08-07,1096,normal,owner surrender,field,bites,2023-08-09,euthanasia,beh severe,33.7809598,-118.1663763
A667375,dog,brown,black,Spayed,2021-06-30,2021-11-30,153,ill mild,stray,field,NA,2021-12-04,adoption,web,33.7809598,-118.1663763
A591893,dog,white,NA,Neutered,2014-06-15,2017-06-15,1096,normal,stray,field,NA,2017-06-15,return to owner,walkin,33.8601126,-118.1791374
A583977,dog,black,brown,Female,2006-01-01,2017-01-01,4018,aged,stray,field,NA,2017-01-03,return to owner,NA,33.7690771,-118.178389
A589852,cat,black,white,Female,2014-05-07,2017-05-07,1096,ill moderatete,stray,field,NA,2017-05-19,euthanasia,ill severe,33.7801815,-118.1980402
A618384,dog,tan,white,Male,2015-12-04,2018-12-04,1096,behavior  moderate,stray,field,NA,2018-12-05,return to owner,walkin,33.7807871,-118.161129
A695210,dog,black,brown,Spayed,2022-03-23,2023-03-23,365,normal,stray,field,NA,2023-03-23,return to owner,fre rid hm,33.8725989,-118.2411499
A720299,dog,brown,NA,Female,2019-05-06,2024-05-07,1828,behavior  severe,owner surrender,field,bites,2024-05-09,euthanasia,beh severe,33.7820344,-118.1592158
A609174,dog,black,tan,Female,2017-06-06,2018-06-06,365,normal,stray,field,NA,2018-06-28,euthanasia,time/space,33.7810753,-118.1428746
A678818,cat,black,NA,Male,2009-07-03,2022-07-03,4748,ill severe,stray,field,NA,2022-07-04,return to owner,from vet,33.7816936,-118.1629869
A699215,cat,white,gray,Unknown,2023-05-06,2023-05-21,15,under age/weight,stray,field,NA,2023-05-21,euthanasia,ill severe,33.7788348,-118.2090257
A616387,dog,white,black,Female,2018-02-17,2018-10-17,242,normal,stray,field,NA,2018-10-24,transfer,spcala,33.7826082,-118.177967
A672512,dog,tan,NA,Male,2021-03-31,2022-03-31,365,normal,stray,field,NA,2022-04-08,adoption,NA,33.7826028,-118.1535057
A651752,dog,black,brown,Female,2020-09-21,2020-11-21,61,ill severe,owner surrender,field,NA,2020-11-26,rescue,zazzycat,33.7829148,-118.1652834
A626740,cat,black,white,Neutered,2018-05-21,2019-05-21,365,ill severe,stray,field,NA,2019-06-06,"shelter, neuter, return",straycatal,33.7829148,-118.1652834
A651353,cat,black,white,Male,2017-11-11,2020-11-11,1096,injured  severe,stray,field,NA,2020-11-11,euthanasia,ill severe,33.7829148,-118.1652834
A648629,cat,gray,white,Male,2020-06-10,2020-09-10,92,normal,stray,field,NA,2020-09-14,rescue,apawsitive,33.7787273,-118.1751914
A629645,cat,gray,NA,Male,2019-07-08,2019-07-10,2,normal,stray,field,NA,2019-07-12,rescue,littlepaws,33.7813924,-118.1950649
A651904,dog,brown,tan,Male,2010-11-27,2020-11-27,3653,normal,stray,field,NA,2020-11-29,return to owner,walkin,33.7815551,-118.1962355
A605762,dog,white,brown,Male,2013-04-05,2018-04-05,1826,normal,stray,field,NA,2018-05-08,rescue,other resc,33.7862365,-118.1752478
A708909,cat,black,NA,Spayed,2023-09-24,2023-10-16,22,under age/weight,stray,field,NA,2024-02-21,adoption,web,33.7877852,-118.1752066
A603054,dog,black,white,Male,2015-01-26,2024-08-13,3487,normal,stray,field,NA,2024-08-14,return to owner,walkin,33.781582,-118.1991406
A439088,dog,white,NA,Spayed,2010-07-18,2022-03-23,4266,injured  moderate,stray,field,NA,2022-03-23,return to owner,walkin,33.781582,-118.1991406
A702667,cat,black,white,Male,2023-04-12,2023-07-11,90,normal,stray,field,NA,2023-12-06,adoption,NA,33.781582,-118.1991406
A610912,cat,black,white,Female,2017-07-11,2018-07-11,365,normal,stray,field,NA,2018-07-25,rescue,catpaws,33.781582,-118.1991406
A678081,cat,gray,NA,Male,2022-04-20,2022-06-20,61,normal,stray,field,NA,2022-06-20,transfer,spcala,33.876182,-118.1761434
A591240,dog,brown,white,Female,2015-06-02,2017-06-02,731,normal,stray,field,NA,2017-06-08,transfer,spcala,33.876182,-118.1761434
